ANALS_YM,CMPNM_NM,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE,VARTION_RT,RANK_CO,GID_ID
"202412","땅땅치킨 외도점","제주시","외도동","제주시내","패스트푸드","치킨","0.02000","0.06000","0.00000","0.00000","0.00000","0.01000","-0.01000","104.00000","다다00b00a"
"202412","호임당","제주시","외도동","제주시내","한식","백반/가정식","0.05000","0.43000","0.01000","0.10000","0.02000","0.19000","-0.19000","3940.00000","다다00b00b"
"202412","탐나삼계탕","제주시","외도동","제주시내","한식","삼계탕","0.05000","0.12000","0.00000","0.01000","0.01000","0.04000","-0.04000","1114.00000","다다01a00b"
"202412","오도롱국수","제주시","이호동","제주시내","한식","면류","0.11000","0.45000","0.01000","0.07000","0.03000","0.18000","-0.18000","3788.00000","다다03a00b"
"202412","빵귿","제주시","이도2동","제주시내","간식","베이커리","4.14000","25.48000","0.42000","3.40000","1.27000","9.18000","-9.18000","9760.00000","다나10a99b"
"202412","맛있는이가국수집","제주시","외도동","제주시내","한식","면류","0.46000","2.32000","0.01000","0.04000","0.11000","0.60000","-0.60000","6993.00000","다나00b99b"
"202412","롯데리아제주외도디티점","제주시","외도동","제주시내","패스트푸드","햄버거","1.82000","13.16000","0.12000","1.27000","0.50000","4.30000","-4.30000","9530.00000","다다00b00b"
"202412","대포어촌횟집","서귀포시","중문동","서귀포시내","한식","회","0.00000","0.00000","0.03000","0.04000","0.03000","0.04000","-0.04000","1115.00000","다나00a72a"
"202412","컴포즈커피제주외도부영점","제주시","외도동","제주시내","음료","커피","0.14000","4.50000","0.00000","0.10000","0.03000","1.17000","-1.17000","8398.00000","다다00b00a"
"202412","바글바글해장국몸국","제주시","외도동","제주시내","한식","해장국","0.40000","1.19000","0.01000","0.04000","0.10000","0.32000","-0.32000","5396.00000","다다00b00a"
"202412","제주모다정","제주시","노형동","제주시내","한식","가정식","0.36000","1.69000","0.33000","1.51000","0.36000","1.77000","-1.77000","8940.00000","다나05a99b"
"202412","멕시카나 아이브리조트점","서귀포시","대천동","서귀포시내","패스트푸드","치킨","0.00000","0.00000","0.13000","0.10000","0.11000","0.09000","-0.09000","2360.00000","다나06b77b"
"202412","노티드 제주DT점","제주시","오라동","제주시내","간식","베이커리","0.85000","6.76000","0.14000","1.11000","0.31000","2.63000","-2.63000","9256.00000","다다07a00b"
"202412","으뜸복어","제주시","노형동","제주시내","한식","가정식","2.21000","4.86000","0.07000","0.15000","0.55000","1.30000","-1.30000","8542.00000","다다04a00a"
"202412","수니네국수","제주시","도두동","제주시내","한식","면류","0.35000","1.89000","0.05000","0.29000","0.12000","0.71000","-0.71000","7431.00000","다다04b00b"
"202412","동귀리갈칫집","제주시","노형동","제주시내","한식","가정식","0.20000","0.40000","0.36000","0.67000","0.35000","0.70000","-0.70000","7396.00000","다다04b00a"
"202412","일등왕만두","제주시","노형동","제주시내","간식","만두","0.08000","0.96000","0.00000","0.03000","0.02000","0.26000","-0.26000","4788.00000","다나04b99b"
"202412","제주도담","제주시","노형동","제주시내","한식","가정식","0.10000","0.39000","0.00000","0.00000","0.02000","0.10000","-0.10000","2610.00000","다나04b99b"
"202412","컴플리트커피","제주시","노형동","제주시내","음료","커피","1.64000","18.14000","0.08000","1.00000","0.43000","5.25000","-5.25000","9604.00000","다나05a99a"
"202412","보통","제주시","연동","제주시내","한식","가정식","0.10000","1.81000","0.00000","0.03000","0.02000","0.46000","-0.46000","6313.00000","다다05a00a"
"202412","동동전","제주시","노형동","제주시내","한식","가정식","0.04000","0.11000","0.00000","0.00000","0.01000","0.03000","-0.03000","760.00000","다나05a98b"
"202412","오빠생각타코야끼","제주시","연동","제주시내","간식","베이커리","0.16000","1.64000","0.00000","0.03000","0.04000","0.42000","-0.42000","6107.00000","다다05a00a"
"202412","한솥도시락제주한라병원점","제주시","연동","제주시내","한식","도시락","0.61000","4.97000","0.01000","0.10000","0.14000","1.29000","-1.29000","8525.00000","다다05b00a"
"202412","이거스치킨피자밸리신제주점","제주시","노형동","제주시내","패스트푸드","치킨","0.17000","0.40000","0.06000","0.16000","0.09000","0.24000","-0.24000","4613.00000","다나05b99b"
"202412","맛은차이나","제주시","연동","제주시내","간식","중식","0.01000","0.09000","0.00000","0.06000","0.01000","0.07000","-0.07000","1835.00000","다나06a98a"
"202412","평화시장","제주시","연동","제주시내","주점및주류판매","요리주점","1.86000","3.50000","0.27000","0.45000","0.64000","1.25000","-1.25000","8477.00000","다다06a00a"
"202412","문카페","제주시","연동","제주시내","음료","커피","0.21000","0.06000","0.00000","0.00000","0.05000","0.01000","-0.01000","105.00000","다나06a99a"
"202412","구어라","제주시","연동","제주시내","한식","백반/가정식","0.30000","0.36000","0.01000","0.01000","0.07000","0.10000","-0.10000","2611.00000","다나06a99a"
"202412","영구스피자제주점","제주시","연동","제주시내","패스트푸드","피자","0.13000","0.34000","0.00000","0.00000","0.03000","0.08000","-0.08000","2119.00000","다나06a98b"
"202412","비아제주","제주시","연동","제주시내","한식","가정식","0.04000","0.56000","0.00000","0.00000","0.01000","0.14000","-0.14000","3173.00000","다다06b00b"
"202412","허심탄회하게","서귀포시","중문동","서귀포시내","한식","백반/가정식","0.46000","0.62000","0.01000","0.02000","0.11000","0.16000","-0.16000","3554.00000","나나99b73b"
"202412","내고향해장국","제주시","노형동","제주시내","한식","해장국","0.68000","3.84000","0.02000","0.04000","0.17000","0.96000","-0.96000","8045.00000","다다05a00a"
"202412","빅스타피자신제주점","제주시","노형동","제주시내","패스트푸드","피자","0.04000","0.11000","0.00000","0.01000","0.01000","0.03000","-0.03000","761.00000","다다05a00a"
"202412","까투리행운점","제주시","연동","제주시내","주점및주류판매","꼬치구이","0.28000","1.36000","0.00000","0.00000","0.06000","0.32000","-0.32000","5397.00000","다다06a00b"
"202412","첀씬마라탕","제주시","연동","제주시내","아시아음식","중식","0.20000","1.69000","0.00000","0.03000","0.05000","0.43000","-0.43000","6181.00000","다나06a99a"
"202412","엉또순대백반","서귀포시","대천동","서귀포시내","한식","순대","0.04000","0.35000","0.00000","0.01000","0.01000","0.09000","-0.09000","2361.00000","다나06a74b"
"202412","고씨회관","제주시","연동","제주시내","한식","백반/가정식","0.03000","0.11000","0.00000","0.00000","0.01000","0.03000","-0.03000","762.00000","다나06a99b"
"202412","제주곱","제주시","연동","제주시내","한식","가정식","3.05000","3.67000","0.57000","0.73000","1.16000","1.54000","-1.54000","8774.00000","다나06a99b"
"202412","심야","제주시","연동","제주시내","한식","가정식","0.31000","0.64000","0.01000","0.02000","0.08000","0.17000","-0.17000","3736.00000","다나06a99b"
"202412","족발신선생제주점","제주시","연동","제주시내","한식","족발","0.51000","1.13000","0.01000","0.03000","0.12000","0.30000","-0.30000","5184.00000","다다06b00a"
"202412","우화","서귀포시","대천동","서귀포시내","한식","가정식","0.30000","0.23000","0.08000","0.04000","0.13000","0.09000","-0.09000","2362.00000","다나06b73b"
"202412","진품꽈배기","제주시","연동","제주시내","간식","분식","0.20000","2.09000","0.01000","0.15000","0.05000","0.64000","-0.64000","7160.00000","다나06b99b"
"202412","카페봄봄","서귀포시","대천동","서귀포시내","음료","커피","0.07000","1.99000","0.00000","0.10000","0.02000","0.57000","-0.57000","6860.00000","다나07a73b"
"202412","누구나 홀딱 반한닭 강정점","서귀포시","대천동","서귀포시내","패스트푸드","치킨","0.33000","0.89000","0.06000","0.12000","0.12000","0.33000","-0.33000","5517.00000","다나07a73b"
"202412","커피마마퀸 노형점","제주시","노형동","제주시내","음료","커피","0.15000","3.84000","0.01000","0.18000","0.04000","1.08000","-1.08000","8251.00000","다나04a99b"
"202412","짬뽕지존제주점","제주시","노형동","제주시내","아시아음식","중식","0.57000","2.43000","0.08000","0.30000","0.20000","0.85000","-0.85000","7805.00000","다나04b99a"
"202412","우리네식당 신제주점","제주시","노형동","제주시내","주점및주류판매","요리주점","0.01000","0.05000","0.00000","0.01000","0.00000","0.02000","-0.02000","557.00000","다다05b00a"
"202412","카페팔레트","제주시","도두동","제주시내","음료","커피","0.15000","1.24000","0.01000","0.09000","0.04000","0.38000","-0.38000","5830.00000","다다05b02b"
"202412","자가제빵선명희피자신제주점","제주시","연동","제주시내","패스트푸드","피자","0.14000","0.40000","0.01000","0.03000","0.04000","0.12000","-0.12000","2893.00000","다나05b98b"
"202412","미코","제주시","연동","제주시내","아시아음식","일식당","0.14000","0.40000","0.00000","0.00000","0.03000","0.09000","-0.09000","2363.00000","다나06a98b"
"202412","마루엔파니야","제주시","용담2동","제주시내","한식","가정식","0.01000","0.11000","0.22000","0.90000","0.19000","0.84000","-0.84000","7776.00000","다다06a03a"
"202412","콸콸","제주시","연동","제주시내","주점및주류판매","요리주점","0.04000","0.09000","0.00000","0.02000","0.01000","0.04000","-0.04000","1116.00000","다나06a99b"
"202412","해방","제주시","연동","제주시내","주점및주류판매","이자카야","0.67000","1.02000","0.03000","0.06000","0.17000","0.30000","-0.30000","5185.00000","다나06a99a"
"202412","연동피지에이 구내매점","제주시","연동","제주시내","한식","구내식당/푸드코트","0.03000","0.13000","0.00000","0.00000","0.01000","0.03000","-0.03000","763.00000","다나06a98b"
"202412","흑도고리","제주시","연동","제주시내","한식","백반/가정식","0.04000","0.06000","0.01000","0.01000","0.02000","0.03000","-0.03000","764.00000","다나06b99b"
"202412","교촌치킨 서귀포혁신도시점","서귀포시","대천동","서귀포시내","패스트푸드","치킨","0.42000","1.81000","0.05000","0.25000","0.14000","0.66000","-0.66000","7256.00000","다나07a74a"
"202412","연","서귀포시","대륜동","서귀포시내","아시아음식","중식당","0.52000","1.75000","0.06000","0.16000","0.17000","0.57000","-0.57000","6861.00000","다나07b73b"
"202412","돌아온놀부네","서귀포시","대륜동","서귀포시내","한식","백반/가정식","0.68000","1.02000","0.04000","0.07000","0.19000","0.31000","-0.31000","5287.00000","다나07b73b"
"202412","하노이식당","서귀포시","대륜동","서귀포시내","한식","백반/가정식","0.45000","2.09000","0.06000","0.24000","0.15000","0.72000","-0.72000","7438.00000","다나08b74a"
"202412","아라주네","제주시","아라동","제주시내","주점및주류판매","호프/맥주","0.25000","0.40000","0.01000","0.03000","0.06000","0.12000","-0.12000","2894.00000","다나11b98a"
"202412","고기택배가는남자 서귀포점","서귀포시","서홍동","서귀포시내","한식","가정식","0.04000","0.18000","0.00000","0.00000","0.01000","0.04000","-0.04000","1117.00000","다나12a73b"
"202412","제주소","서귀포시","중앙동","서귀포시내","한식","가정식","0.00000","0.06000","0.00000","0.02000","0.00000","0.03000","-0.03000","765.00000","다나12b73b"
"202412","만나아구찜","제주시","용담2동","제주시내","한식","아구찜","0.01000","0.06000","0.00000","0.02000","0.01000","0.03000","-0.03000","766.00000","다다08a02b"
"202412","스시해밀","제주시","용담2동","제주시내","아시아음식","일식","0.22000","0.45000","0.01000","0.03000","0.06000","0.14000","-0.14000","3174.00000","다다08a02b"
"202412","비룡","제주시","삼도1동","제주시내","아시아음식","중식당","0.11000","0.51000","0.00000","0.02000","0.02000","0.14000","-0.14000","3175.00000","다다08b02a"
"202412","리듬","제주시","삼도2동","제주시내","음료","카페","0.31000","3.28000","0.06000","0.61000","0.11000","1.34000","-1.34000","8587.00000","다다08b02b"
"202412","푸른산","제주시","삼도1동","제주시내","한식","백반/가정식","0.02000","0.06000","0.00000","0.00000","0.01000","0.01000","-0.01000","106.00000","다다09a01a"
"202412","한강수","제주시","이도1동","제주시내","한식","백반/가정식","0.08000","0.23000","0.00000","0.02000","0.02000","0.07000","-0.07000","1836.00000","다다09a02a"
"202412","남문숯불바베큐엔치킨도남점","제주시","이도2동","제주시내","패스트푸드","치킨","0.81000","2.37000","0.05000","0.06000","0.22000","0.62000","-0.62000","7106.00000","다다09b00b"
"202412","제주이모집","제주시","일도1동","제주시내","한식","가정식","0.08000","0.34000","0.04000","0.15000","0.05000","0.22000","-0.22000","4315.00000","다다09b02b"
"202412","돈지","제주시","일도1동","제주시내","한식","돼지고기","0.00000","0.00000","0.06000","0.10000","0.05000","0.09000","-0.09000","2364.00000","다다10a02b"
"202412","어부도","제주시","이도2동","제주시내","한식","가정식","0.46000","0.85000","0.08000","0.06000","0.17000","0.26000","-0.26000","4789.00000","다다10b00b"
"202412","문희영해물아구찜","제주시","이도2동","제주시내","한식","아구찜","0.38000","0.85000","0.03000","0.03000","0.11000","0.23000","-0.23000","4454.00000","다다10b00a"
"202412","추억만들기","제주시","일도2동","제주시내","음료","카페","0.10000","0.23000","0.00000","0.00000","0.02000","0.05000","-0.05000","1434.00000","다다10b02a"
"202412","복음이네 김밥만두","서귀포시","대륜동","서귀포시내","간식","만두","0.26000","2.15000","0.02000","0.24000","0.07000","0.73000","-0.73000","7473.00000","다나07b73b"
"202412","구르메스시","서귀포시","대륜동","서귀포시내","아시아음식","일식","0.09000","0.04000","0.16000","0.05000","0.16000","0.05000","-0.05000","1435.00000","다나07b73b"
"202412","꽁시","제주시","삼도1동","제주시내","아시아음식","중식당","0.22000","0.82000","0.01000","0.05000","0.05000","0.24000","-0.24000","4614.00000","다다08b02a"
"202412","대춘해장국","제주시","이도2동","제주시내","한식","해장국","5.69000","29.83000","0.63000","3.29000","1.79000","10.12000","-10.12000","9772.00000","다나09a99a"
"202412","큰가름본점","제주시","이도2동","제주시내","한식","가정식","1.09000","1.69000","0.00000","0.00000","0.24000","0.41000","-0.41000","6027.00000","다다09b00b"
"202412","하바나샌드위치클럽","제주시","건입동","제주시내","음료","카페","0.09000","0.60000","0.02000","0.18000","0.04000","0.31000","-0.31000","5288.00000","다다09b03a"
"202412","계절상점","제주시","아라동","제주시내","한식","가정식","0.00000","0.06000","0.00000","0.00000","0.00000","0.01000","-0.01000","107.00000","다나09b97a"
"202412","던킨도너츠아라점","제주시","아라동","제주시내","간식","도너츠","0.54000","5.54000","0.01000","0.13000","0.13000","1.45000","-1.45000","8691.00000","다나11a98b"
"202412","조명탄 제주일도점","제주시","일도2동","제주시내","한식","가정식","2.75000","3.09000","0.03000","0.02000","0.63000","0.76000","-0.76000","7556.00000","다다11a01b"
"202412","타니","제주시","아라동","제주시내","주점및주류판매","요리주점","0.60000","0.90000","0.00000","0.02000","0.13000","0.23000","-0.23000","4455.00000","다다11a00a"
"202412","킹콩부대찌개제주아라점","제주시","아라동","제주시내","한식","가정식","0.31000","1.30000","0.01000","0.07000","0.08000","0.38000","-0.38000","5831.00000","다나11a98a"
"202412","노상치킨제주점","제주시","일도2동","제주시내","패스트푸드","치킨","0.56000","0.62000","0.00000","0.00000","0.12000","0.15000","-0.15000","3337.00000","다다11a01b"
"202412","나룻배","제주시","일도2동","제주시내","한식","백반/가정식","0.12000","0.17000","0.00000","0.00000","0.03000","0.04000","-0.04000","1118.00000","다다11a01b"
"202412","그래잍","제주시","아라동","제주시내","주점및주류판매","요리주점","0.60000","1.07000","0.02000","0.04000","0.15000","0.30000","-0.30000","5186.00000","다나11b98a"
"202412","마블링","서귀포시","서홍동","서귀포시내","한식","백반/가정식","1.00000","4.01000","0.02000","0.04000","0.23000","1.00000","-1.00000","8120.00000","다나11b74b"
"202412","신세계회센타","제주시","용담1동","제주시내","한식","회","0.20000","0.23000","0.05000","0.06000","0.08000","0.11000","-0.11000","2687.00000","다다08b02b"
"202412","제주맑음","제주시","삼도2동","제주시내","양식","양식","0.33000","0.96000","0.06000","0.19000","0.12000","0.41000","-0.41000","6028.00000","다다09a02b"
"202412","맥치킨","제주시","삼도1동","제주시내","패스트푸드","치킨","0.05000","0.11000","0.00000","0.01000","0.01000","0.04000","-0.04000","1119.00000","다다09a01a"
"202412","오드씽","제주시","아라동","제주시내","양식","양식","0.15000","0.76000","0.02000","0.15000","0.05000","0.32000","-0.32000","5398.00000","다나09b97a"
"202412","금락조","제주시","이도1동","제주시내","한식","백반/가정식","0.00000","0.00000","0.01000","0.02000","0.01000","0.01000","-0.01000","108.00000","다다09b01b"
"202412","용꽈배기","제주시","일도2동","제주시내","간식","분식","1.13000","12.15000","0.06000","1.20000","0.30000","3.99000","-3.99000","9499.00000","다다09b02a"
"202412","문빛","제주시","이도1동","제주시내","주점및주류판매","와인바","0.07000","0.07000","0.01000","0.02000","0.02000","0.03000","-0.03000","767.00000","다다09b01b"
"202412","갑돌이와갑순이","제주시","이도2동","제주시내","한식","가정식","0.04000","0.08000","0.00000","0.00000","0.01000","0.02000","-0.02000","558.00000","다다09b00b"
"202412","카페휴","제주시","이도2동","제주시내","음료","커피","0.03000","0.19000","0.00000","0.00000","0.01000","0.05000","-0.05000","1436.00000","다나10a99b"
"202412","호두파이가 맛있는집","제주시","이도2동","제주시내","간식","베이커리","0.17000","0.34000","0.00000","0.02000","0.04000","0.09000","-0.09000","2365.00000","다다10b00b"
"202412","한입베어","제주시","아라동","제주시내","간식","베이커리","0.03000","0.28000","0.00000","0.09000","0.01000","0.15000","-0.15000","3338.00000","다다11a00a"
"202412","커피473","제주시","이도2동","제주시내","음료","커피","0.10000","1.58000","0.01000","0.12000","0.03000","0.49000","-0.49000","6464.00000","다다10b01a"
"202412","트리플","제주시","이도2동","제주시내","한식","가정식","0.02000","0.02000","0.00000","0.00000","0.01000","0.01000","-0.01000","109.00000","다다11a01a"
"202412","디벌트에스프레소바","제주시","아라동","제주시내","음료","커피","0.64000","1.53000","0.01000","0.18000","0.15000","0.53000","-0.53000","6693.00000","다다11a00a"
"202412","커피예가","제주시","일도2동","제주시내","음료","커피","0.01000","0.06000","0.00000","0.00000","0.00000","0.01000","-0.01000","110.00000","다다11a01a"
"202412","1950김프로","서귀포시","서홍동","서귀포시내","한식","고기","0.65000","0.85000","0.00000","0.00000","0.14000","0.20000","-0.20000","4127.00000","다나12a74b"
"202412","히든","서귀포시","천지동","서귀포시내","주점및주류판매","호프/맥주","0.07000","0.06000","0.02000","0.03000","0.03000","0.04000","-0.04000","1120.00000","다나12a73b"
"202412","해당화다방","서귀포시","중앙동","서귀포시내","음료","카페","0.05000","0.56000","0.00000","0.00000","0.01000","0.14000","-0.14000","3176.00000","다나13a73a"
"202412","행복밥상","서귀포시","효돈동","서귀포시내","한식","백반/가정식","0.18000","0.73000","0.00000","0.02000","0.04000","0.19000","-0.19000","3941.00000","다나17b75a"
"202412","벤지네쏘세지앤핫도그","서귀포시","중앙동","서귀포시내","한식","백반/가정식","0.00000","0.00000","0.03000","0.18000","0.03000","0.16000","-0.16000","3555.00000","다나12b73b"
"202412","유라유라","서귀포시","중앙동","서귀포시내","아시아음식","일식당","0.16000","0.79000","0.04000","0.24000","0.07000","0.41000","-0.41000","6029.00000","다나12b73b"
"202412","대왕탕후루","서귀포시","중앙동","서귀포시내","간식","탕후루","0.07000","1.19000","0.01000","0.06000","0.02000","0.34000","-0.34000","5531.00000","다나12b73b"
"202412","어송포유","서귀포시","중앙동","서귀포시내","주점및주류판매","요리주점","0.03000","0.11000","0.01000","0.03000","0.01000","0.05000","-0.05000","1437.00000","다나12b73b"
"202412","가파도식탁","서귀포시","송산동","서귀포시내","한식","백반/가정식","0.11000","0.11000","0.02000","0.03000","0.04000","0.05000","-0.05000","1438.00000","다나12b72b"
"202412","쌍둥이네제주토속잔치국수","서귀포시","정방동","서귀포시내","한식","면류","0.12000","0.40000","0.01000","0.07000","0.04000","0.16000","-0.16000","3556.00000","다나13a73a"
"202412","시민국수","서귀포시","중앙동","서귀포시내","한식","면류","0.04000","0.28000","0.01000","0.05000","0.01000","0.12000","-0.12000","2895.00000","다나13a73a"
"202412","24시뼈다귀탕동홍점","서귀포시","동홍동","서귀포시내","한식","해장국","4.88000","15.99000","0.15000","0.45000","1.20000","4.24000","-4.24000","9524.00000","다나13b74a"
"202412","카페폴린","서귀포시","동홍동","서귀포시내","음료","커피","0.29000","1.98000","0.04000","0.34000","0.09000","0.79000","-0.79000","7635.00000","다나13b73a"
"202412","번영로뷔페","제주시","삼양동","제주시내","한식","뷔페","0.15000","1.07000","0.01000","0.12000","0.04000","0.37000","-0.37000","5723.00000","다다14b01a"
"202412","스마일 찰진 꽈배기","제주시","삼양동","제주시내","간식","분식","0.02000","0.27000","0.00000","0.02000","0.01000","0.08000","-0.08000","2120.00000","다다15a04a"
"202412","모시란","제주시","일도2동","제주시내","음료","차","0.09000","0.28000","0.00000","0.03000","0.02000","0.09000","-0.09000","2366.00000","다다11a01a"
"202412","솜반","서귀포시","서홍동","서귀포시내","아시아음식","일식-덮밥/돈가스","0.05000","0.28000","0.01000","0.03000","0.02000","0.09000","-0.09000","2367.00000","다나11b73b"
"202412","복미당","서귀포시","서홍동","서귀포시내","한식","가정식","0.04000","0.28000","0.00000","0.00000","0.01000","0.07000","-0.07000","1837.00000","다나12a75a"
"202412","올리브","서귀포시","천지동","서귀포시내","주점및주류판매","호프/맥주","0.02000","0.06000","0.00000","0.02000","0.01000","0.03000","-0.03000","768.00000","다나12a73b"
"202412","지장샘로13","서귀포시","서홍동","서귀포시내","한식","가정식","0.01000","0.06000","0.00000","0.00000","0.00000","0.01000","-0.01000","111.00000","다나12a75a"
"202412","죽이야기서귀포점","서귀포시","천지동","서귀포시내","한식","가정식","0.09000","0.40000","0.01000","0.04000","0.02000","0.14000","-0.14000","3177.00000","다나12b73b"
"202412","시골길","서귀포시","정방동","서귀포시내","한식","가정식","0.19000","0.79000","0.02000","0.09000","0.06000","0.27000","-0.27000","4905.00000","다나12b73a"
"202412","젊은어부","서귀포시","송산동","서귀포시내","아시아음식","일식당","0.71000","0.53000","0.10000","0.14000","0.24000","0.25000","-0.25000","4760.00000","다나12b72b"
"202412","태풍흑돼지","서귀포시","중앙동","서귀포시내","한식","돼지고기","0.06000","0.10000","0.00000","0.01000","0.02000","0.04000","-0.04000","1121.00000","다나12b73b"
"202412","감성커피삼화점","제주시","삼양동","제주시내","음료","커피","0.52000","8.19000","0.02000","0.36000","0.13000","2.29000","-2.29000","9155.00000","다다15a03b"
"202412","루스트플레이스아이파크점","제주시","노형동","제주시내","양식","패밀리 레스토랑","1.54000","4.35000","0.04000","0.15000","0.37000","1.18000","-1.18000","8399.00000","다나05a99b"
"202412","카페바위솔","제주시","이호동","제주시내","음료","커피","0.36000","1.36000","0.00000","0.00000","0.08000","0.32000","-0.32000","5399.00000","다다03b00b"
"202412","엔제리너스 이호테우해변로점","제주시","이호동","제주시내","음료","커피","0.19000","2.43000","0.01000","0.09000","0.05000","0.66000","-0.66000","7257.00000","다다03a01a"
"202412","건영","제주시","도두동","제주시내","한식","가정식","0.03000","0.17000","0.00000","0.02000","0.01000","0.05000","-0.05000","1439.00000","다다04b01a"
"202412","스와니호프","제주시","노형동","제주시내","주점및주류판매","호프/맥주","0.30000","0.45000","0.02000","0.03000","0.09000","0.14000","-0.14000","3178.00000","다나05a99a"
"202412","카페봄봄 제주오일장점","제주시","연동","제주시내","음료","커피","0.01000","0.18000","0.00000","0.02000","0.00000","0.06000","-0.06000","1718.00000","다다05b00b"
"202412","목리","제주시","노형동","제주시내","주점및주류판매","와인바","0.54000","0.62000","0.02000","0.06000","0.14000","0.20000","-0.20000","4128.00000","다나05b99b"
"202412","아모르","제주시","연동","제주시내","한식","가정식","0.16000","0.05000","0.00000","0.00000","0.04000","0.01000","-0.01000","112.00000","다나05b99b"
"202412","류차이","서귀포시","중문동","서귀포시내","아시아음식","중식","1.60000","4.80000","0.18000","0.60000","0.51000","1.69000","-1.69000","8886.00000","다나00a73b"
"202412","누이밥집","서귀포시","중문동","서귀포시내","한식","백반/가정식","0.74000","2.32000","0.45000","1.14000","0.55000","1.58000","-1.58000","8815.00000","다나01a75a"
"202412","사우스쇼어","서귀포시","중문동","서귀포시내","음료","카페","0.22000","1.53000","0.20000","1.39000","0.22000","1.62000","-1.62000","8843.00000","다나02b72b"
"202412","홍제네식당","제주시","도두동","제주시내","한식","백반/가정식","0.00000","0.01000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","다다03b01b"
"202412","설빙신제주직영점","제주시","연동","제주시내","간식","아이스크림/빙수","0.26000","1.98000","0.05000","0.54000","0.10000","0.96000","-0.96000","8046.00000","다나06a99b"
"202412","노조미","제주시","연동","제주시내","아시아음식","일식-우동/소바/라면","1.06000","5.76000","0.07000","0.34000","0.30000","1.69000","-1.69000","8887.00000","다나06a99a"
"202412","도도름한우와흑돈","제주시","연동","제주시내","한식","소고기","1.43000","0.68000","0.19000","0.21000","0.47000","0.35000","-0.35000","5613.00000","다다06a00a"
"202412","제주밥상","제주시","연동","제주시내","한식","백반/가정식","0.46000","0.73000","0.16000","0.24000","0.23000","0.39000","-0.39000","5911.00000","다나06a99a"
"202412","일품란주우육면","제주시","연동","제주시내","아시아음식","중식당","0.35000","1.95000","0.04000","0.24000","0.11000","0.68000","-0.68000","7298.00000","다다05b00a"
"202412","비에이치씨탑동점","제주시","삼도2동","제주시내","패스트푸드","치킨","0.62000","2.77000","0.10000","0.34000","0.22000","0.97000","-0.97000","8070.00000","다다09a03a"
"202412","일공공샤브 제주연동지점","제주시","연동","제주시내","한식","샤브샤브","0.01000","0.06000","0.00000","0.00000","0.00000","0.01000","-0.01000","113.00000","다나06a99a"
"202412","부평갈비","제주시","이도2동","제주시내","한식","갈비","0.44000","0.56000","0.04000","0.07000","0.13000","0.20000","-0.20000","4129.00000","다다10a01a"
"202412","아이러브키친","제주시","연동","제주시내","한식","백반/가정식","0.14000","0.45000","0.02000","0.10000","0.05000","0.20000","-0.20000","4130.00000","다나06a99b"
"202412","무암돈연동점","제주시","연동","제주시내","한식","돼지고기","0.49000","0.54000","0.05000","0.06000","0.15000","0.18000","-0.18000","3789.00000","다다06a00a"
"202412","엔제리너스 제주공항야외광장점","제주시","용담2동","제주시내","음료","커피","0.28000","4.41000","0.11000","1.33000","0.16000","2.26000","-2.26000","9148.00000","다다06a02a"
"202412","크로바완구 제주연동점","제주시","연동","제주시내","한식","가정식","0.04000","0.08000","0.01000","0.02000","0.01000","0.03000","-0.03000","769.00000","다다06b00a"
"202412","넝쿨하눌연동","제주시","연동","제주시내","한식","가정식","1.01000","4.29000","0.02000","0.09000","0.24000","1.11000","-1.11000","8290.00000","다다06b00a"
"202412","꼬마둘리식당","제주시","용담2동","제주시내","한식","백반/가정식","0.09000","0.45000","0.00000","0.02000","0.02000","0.12000","-0.12000","2896.00000","다다07b02a"
"202412","도라지식당","제주시","오라동","제주시내","한식","가정식","0.27000","0.34000","0.49000","0.67000","0.48000","0.69000","-0.69000","7351.00000","다다07b00b"
"202412","신시가지횟집","서귀포시","대천동","서귀포시내","한식","회","0.18000","0.51000","0.06000","0.09000","0.09000","0.20000","-0.20000","4131.00000","다나07a73b"
"202412","그냥호프","제주시","용담2동","제주시내","주점및주류판매","호프/맥주","0.09000","0.28000","0.00000","0.02000","0.02000","0.08000","-0.08000","2121.00000","다다07b02b"
"202412","수리술술","제주시","용담2동","제주시내","한식","가정식","0.47000","0.62000","0.00000","0.00000","0.10000","0.15000","-0.15000","3339.00000","다다07b02a"
"202412","가메오름","제주시","오라동","제주시내","한식","백반/가정식","0.38000","3.73000","0.00000","0.04000","0.09000","0.93000","-0.93000","7992.00000","다다08a01a"
"202412","대정골","제주시","용담1동","제주시내","한식","가정식","0.80000","0.51000","0.00000","0.00000","0.18000","0.12000","-0.12000","2897.00000","다다08b02a"
"202412","미가","제주시","용담1동","제주시내","한식","백반/가정식","0.06000","0.28000","0.13000","0.52000","0.12000","0.54000","-0.54000","6752.00000","다다08b02b"
"202412","카페쉬머","서귀포시","대륜동","서귀포시내","음료","커피","0.09000","1.24000","0.04000","0.30000","0.05000","0.57000","-0.57000","6862.00000","다나08b74a"
